symbol	score.1	score.2	score.3	score.4	score.5	score.6	score.7	score.8
EXD2	1	0	1	1	0	544	544	32
LRRIQ1	0	NA	NA	0	0	0	0	336
DMAP1	0	NA	NA	0	0	0	0	368
CDH16	0	NA	NA	0	0	0	0	408
PRPF4B	0	NA	NA	0	0	0	0	415
MEN1	0	NA	NA	0	0	0	0	291.2
FXR1	0	NA	NA	0	0	0	0	278.5
TMC2	1	0	1	1	0	295	295	454
DEUP1	0	NA	NA	0	0	0	0	46
RCOR2	0	NA	NA	0	0	0	0	465
TBX4	0	NA	NA	0	0	0	0	483
LPCAT4	0	NA	NA	0	0	0	0	494
MSH6	0	NA	NA	0	0	0	0	495
GPR174	0	NA	NA	0	0	0	0	53
PKHD1	1	0	0.2	1	0	582	582	592
KIAA1211	1	0	1	1	0	429	429	640
PTPN6	0	NA	NA	0	0	0	0	7
MDM2	1	0	1	1	0	430	430	71
COL11A2	0	NA	NA	0	0	0	0	934
CHEK2	1	0	1	1	0	184	184	95
NLGN1	1	0	1	1	0	626	626	105
ABCC11	1	0	1	1	0	1335	1335	121
TCF7L2	0	NA	NA	0	0	0	0	122
SIGLEC12	0	NA	NA	0	0	0	0	149
KRCC1	0	NA	NA	0	0	0	0	171
SERPINB11	0	NA	NA	0	0	0	0	329
SERPINA10	0	NA	NA	0	0	0	0	371
SAMD7	0	NA	NA	0	0	0	0	383
MAGEE1	0	NA	NA	0	0	0	0	43
CD320	0	NA	NA	0	0	0	0	51
PAK5	0	NA	NA	0	0	0	0	551
PHTF2	0	NA	NA	0	0	0	0	689
SEC63	0	NA	NA	0	0	0	0	700
CXCL9	0	NA	NA	0	0	0	0	79
ARHGEF28	1	0	1	1	0	928	928	838
PGAP1	0	NA	NA	0	0	0	0	876
RAD1	0	NA	NA	0	0	0	0	98
MED23	0	NA	NA	0	0	0	0	1092
ANKRD55	0	NA	NA	0	0	0	0	168
TMEM8C	0	NA	NA	0	0	0	0	174
ABCA13	0	NA	NA	0	0	0	0	2950
NPTX2	0	NA	NA	0	0	0	0	341
DTL	0	NA	NA	0	0	0	0	344
IKBKAP	1	0	1	1	0	249	249	351
NOCT	0	NA	NA	0	0	0	0	364
VPS35	1	0	0.5	1	0	125	125	553
C22orf42	0	NA	NA	0	0	0	0	86
INO80	0	NA	NA	0	0	0	0	1025
TM4SF5	0	NA	NA	0	0	0	0	103
MORN5	0	NA	NA	0	0	0	0	121
OAS1	0	NA	NA	0	0	0	0	163
CSPG4	0	NA	NA	0	0	0	0	1786
TMEM266	0	NA	NA	0	0	0	0	219
DMRTB1	0	NA	NA	0	0	0	0	262
ZFAT	1	0	1	1	0	190	190	275
ARID3A	1	0	1	1	0	175	175	276
GTF3C2	0	NA	NA	0	0	0	0	348
NYAP2	0	NA	NA	0	0	0	0	421
HSPA14	0	NA	NA	0	0	0	0	444
NPSR1	0	NA	NA	0	0	0	0	46
OR9Q2	0	NA	NA	0	0	0	0	6
RER1	0	NA	NA	0	0	0	0	0
SSB	0	NA	NA	0	0	0	0	0
EXOC7	0	NA	NA	0	0	0	0	0
GIGYF2	0	NA	NA	0	0	0	0	508
TET2	0	NA	NA	0	0	0	0	0
GAREM1	0	NA	NA	0	0	0	0	0
NFYA	1	0	1	1	0	134	134	0
TM2D3	0	NA	NA	0	0	0	0	0
RNF121	0	NA	NA	0	0	0	0	0
MYO1G	0	NA	NA	0	0	0	0	0
MUC4	1	0	1	1	0	2460	2460	1689
PRKACA	0	NA	NA	0	0	0	0	0
HADHA	0	NA	NA	0	0	0	0	0
TLN2	0	NA	NA	0	0	0	0	0
TWISTNB	1	0	1	1	0	285	285	28
BRCA2	0	NA	NA	0	0	0	0	0
HCFC2	0	NA	NA	0	0	0	0	0
GPATCH8	0	NA	NA	0	0	0	0	0
SLC4A11	1	0	0.5	1	0	616	616	0
PRR35	0	NA	NA	0	0	0	0	0
HECW1	1	0	1	1	0	33	33	0
MGAT3	0	NA	NA	0	0	0	0	0
AACS	0	NA	NA	0	0	0	0	0
SH3BGRL2	0	NA	NA	0	0	0	0	0
WDR60	0	NA	NA	0	0	0	0	0
DDRGK1	0	NA	NA	0	0	0	0	0
SLC18A2	0	NA	NA	0	0	0	0	0
SGTB	0	NA	NA	0	0	0	0	0
DNMT3A	0	NA	NA	0	0	0	0	0
SIGLEC1	0	NA	NA	0	0	0	0	0
ISX	0	NA	NA	0	0	0	0	0
SGSM2	1	0	0.5	1	0	382	382	0
HYDIN	1	0	1	1	0	4076	4076	0
KIF25	1	0	1	1	0	238	238	0
IPCEF1	0	NA	NA	0	0	0	0	0
FLNB	0	NA	NA	0	0	0	0	0
PCDH15	1	0	0.2	1	0	10	10	0
STAB1	1	0	0.333333333333333	1	0	169	169	0
ZBTB18	1	0	1	1	0	427	427	0
VPS13D	1	0	1	1	0	4163	4163	0
ARHGAP36	0	NA	NA	0	0	0	0	0
NR1H3	0	NA	NA	0	0	0	0	0
FPR1	1	0	1	1	0	150	150	0
ANKRD11	0	NA	NA	0	0	0	0	0
HPN	0	NA	NA	0	0	0	0	0
AHNAK2	1	0	0.25	1	0	1564	1564	0
PGK2	1	0	1	1	0	384	384	0
SMC1A	0	NA	NA	0	0	0	0	0
VAT1	0	NA	NA	0	0	0	0	0
LRP1	1	0	0.2	1	0	165	165	0
SAE1	0	NA	NA	0	0	0	0	0
FLG	1	0	0.5	1	0	218	218	0
CFAP46	1	0	1	1	0	462	462	0
HHATL	0	NA	NA	0	0	0	0	0
PTPRE	0	NA	NA	0	0	0	0	0
OR1A2	0	NA	NA	0	0	0	0	0
GNB1	0	NA	NA	0	0	0	0	0
PDLIM4	0	NA	NA	0	0	0	0	0
SLC2A6	1	0	1	1	0	507	507	0
ZNF653	1	0	1	1	0	555	555	0
SIRPB2	0	NA	NA	0	0	0	0	0
LMNB1	0	NA	NA	0	0	0	0	0
GDF10	0	NA	NA	0	0	0	0	0
ASB16	1	0	1	1	0	422	422	0
SLC25A23	0	NA	NA	0	0	0	0	0
CYP11A1	0	NA	NA	0	0	0	0	0
TLE3	0	NA	NA	0	0	0	0	0
NUMBL	0	NA	NA	0	0	0	0	0
FRMPD2	0	NA	NA	0	0	0	0	0
PEX13	0	NA	NA	0	0	0	0	0
FAT3	1	0	0.5	1	0	1194	1194	0
KIAA1551	1	0	1	1	0	697	697	0
PTH1R	0	NA	NA	0	0	0	0	0
ABCC3	1	0	0.5	1	0	403	403	0
CAMK4	0	NA	NA	0	0	0	0	0
TBX18	0	NA	NA	0	0	0	0	0
MSR1	1	0	1	1	0	51	51	0
ATAD2B	0	NA	NA	0	0	0	0	0
KCNH4	0	NA	NA	0	0	0	0	0
TAS1R1	0	NA	NA	0	0	0	0	0
ZNF326	0	NA	NA	0	0	0	0	0
NELFCD	0	NA	NA	0	0	0	0	0
PTGFR	0	NA	NA	0	0	0	0	0
PTPRA	0	NA	NA	0	0	0	0	0
BTBD17	0	NA	NA	0	0	0	0	0
AGXT2	0	NA	NA	0	0	0	0	0
AMT	0	NA	NA	0	0	0	0	0
GRID2	0	NA	NA	0	0	0	0	0
NCAM1	0	NA	NA	0	0	0	0	0
RYR1	0	NA	NA	0	0	0	0	336
RECQL	0	NA	NA	0	0	0	0	0
UPF1	1	0	1	1	0	4	4	0
ASB2	0	NA	NA	0	0	0	0	0
SLC6A15	0	NA	NA	0	0	0	0	0
SLC7A1	0	NA	NA	0	0	0	0	0
KIF17	0	NA	NA	0	0	0	0	0
PCDHGA6	0	NA	NA	0	0	0	0	0
ATP13A1	0	NA	NA	0	0	0	0	0
RPL10L	0	NA	NA	0	0	0	0	0
ZNF606	0	NA	NA	0	0	0	0	0
PCDHGB7	1	0	0.5	1	0	180	180	0
ZCCHC6	1	0	0.5	1	0	799	799	727
CALD1	0	NA	NA	0	0	0	0	0
CAPG	0	NA	NA	0	0	0	0	0
ANAPC4	0	NA	NA	0	0	0	0	0
CAMTA1	0	NA	NA	0	0	0	0	0
KRT17	1	0	1	1	0	68	68	0
MYOCD	1	0	1	1	0	357	357	0
CCDC14	0	NA	NA	0	0	0	0	0
MROH1	0	NA	NA	0	0	0	0	0
AGL	1	0	1	1	0	1242	1242	0
IL20RB	2	1	1	2	2	293	293	0
TOPAZ1	1	0	0.5	1	0	75	75	0
DBN1	1	0	0.5	1	0	193	193	0
TTC29	1	0	1	1	0	92	92	0
WBP4	1	0	1	1	0	135	135	0
ABHD3	1	0	1	1	0	199	199	0
DDO	1	0	1	1	0	277	277	0
ASPG	1	0	1	1	0	448	448	0
ATF7IP	1	0	0.5	1	0	426	426	0
FDXR	1	1	1	2	2	101	109	0
CUTA	1	0	1	1	0	11	11	0
RELN	1	0	0.333333333333333	1	0	706	706	0
UBA2	1	0	1	1	0	154	154	0
RAB3B	1	0	1	1	0	199	199	0
FLG2	1	0	1	1	0	2137	2137	0
KIAA1522	1	0	1	1	0	226	226	0
ODAM	1	0	1	1	0	238	238	0
ADSS	1	0	1	1	0	244	244	0
FSTL5	1	0	0.333333333333333	1	0	27	27	0
FUBP3	0	NA	NA	0	0	0	0	349
COL11A1	1	0	1	1	0	429	429	0
TTC26	1	0	1	1	0	502	502	0
DUSP27	1	0	1	1	0	524	524	0
TXNDC16	1	0	1	1	0	553	553	0
WHRN	1	0	0.5	1	0	505	505	0
PCNX2	1	0	0.25	1	0	688	688	0
RIMBP2	0	NA	NA	0	0	0	0	719
CRIM1	1	0	0.333333333333333	1	0	393	393	0
ANKRD36C	1	0	1	1	0	993	993	926
PPRC1	1	0	1	1	0	1001	1001	0
FILIP1	1	0	1	1	0	1120	1120	0
OTX2	1	0	1	1	0	117	117	0
ATF6	1	0	1	1	0	131	131	0
CUL9	1	0	1	1	0	1839	1839	0
ESYT1	1	0	1	1	0	20	20	0
PRKCH	1	0	1	1	0	256	256	0
DMRTC2	1	0	1	1	0	260	260	0
TNFRSF1A	1	0	1	1	0	289	289	0
FAM171A1	1	0	1	1	0	376	376	0
DTHD1	1	0	1	1	0	392	392	0
MRPS9	1	0	1	1	0	4	4	0
ERICH1	1	0	1	1	0	412	412	0
SLC1A5	1	0	0.5	1	0	356	356	0
ST18	1	0	0.5	1	0	538	538	621
CSF2RB	1	0	1	1	0	567	567	0
DIAPH3	1	0	1	1	0	590	590	0
SLC27A5	1	0	1	1	0	603	603	0
IMPG1	1	0	1	1	0	750	750	0
KMT2D	1	0	0.5	1	0	754	754	0
BCR	1	0	1	1	0	774	774	0
SPTBN5	1	0	1	1	0	860	860	0
RAPH1	1	0	1	1	0	875	875	0
NLRP3	1	0	0.333333333333333	1	0	262	262	0
EVI5L	0	NA	NA	0	0	0	0	251
SPTA1	1	0	0.333333333333333	1	0	783	783	903
KIF7	0	NA	NA	0	0	0	0	549
ZNF45	1	0	1	1	0	105	105	0
APOB	1	0	1	1	0	2831	2831	4479
ATP8A2	1	0	1	1	0	1037	1037	0
RAPGEF2	1	0	0.5	1	0	396	396	0
RAB40B	1	0	1	1	0	138	138	0
NCKAP5	1	0	1	1	0	1436	1436	0
F8	1	0	1	1	0	1644	1644	0
TAB3	1	0	1	1	0	165	165	0
ATP11C	1	0	1	1	0	173	173	0
CKM	1	0	1	1	0	180	180	0
ADGRG4	1	0	0.5	1	0	1748	1748	0
MCHR1	1	0	1	1	0	25	25	0
CDR1	1	0	1	1	0	256	256	0
SPEG	1	0	1	1	0	2898	2898	0
MYO15A	1	0	1	1	0	3072	3072	0
RAB6A	1	0	1	1	0	31	31	0
ZNF639	1	0	1	1	0	366	366	0
ARHGAP32	1	0	1	1	0	393	393	0
LAMC3	1	0	1	1	0	400	400	0
OSMR	1	0	1	1	0	41	41	617
MUC13	1	0	1	1	0	424	424	0
C3orf20	1	0	0.5	1	0	63	63	0
RSF1	1	0	1	1	0	559	559	0
TTC16	1	0	0.5	1	0	620	620	0
FAM43A	1	0	1	1	0	71	71	0
SMC3	1	0	0.25	1	0	202	202	0
ENTPD4	1	0	0.5	1	0	80	80	0
HSP90AB1	1	0	1	1	0	83	83	0
USP38	1	0	1	1	0	933	933	0
GPR19	1	0	0.5	1	0	99	99	0
SNTN	1	0	1	1	0	143	143	0
CSMD2	1	0	1	1	0	1672	1672	0
EGR2	1	0	1	1	0	258	258	0
CUX1	1	0	0.5	1	0	220	220	0
ADAMTS2	1	0	1	1	0	298	298	0
CFAP77	1	0	1	1	0	307	307	0
SLC6A14	1	0	1	1	0	311	311	0
LETMD1	1	0	0.5	1	0	309	309	0
TXNRD2	1	0	1	1	0	351	351	0
NFE2	1	0	0.5	1	0	219	219	0
LINGO3	1	0	1	1	0	364	364	0
FBLN2	1	0	1	1	0	368	368	0
ALDH5A1	1	0	1	1	0	370	370	0
SNRPB2	1	0	1	1	0	38	38	0
RET	1	0	1	1	0	425	425	0
F13A1	1	0	1	1	0	519	519	0
CLCN1	1	0	1	1	0	711	711	0
CYP2B6	1	0	1	1	0	81	81	0
UTP18	1	0	0.5	1	0	87	87	0
RNF212	0	NA	NA	0	0	0	0	0
MX2	0	NA	NA	0	0	0	0	0
CACNA2D4	0	NA	NA	0	0	0	0	0
KDM4B	0	NA	NA	0	0	0	0	0
F13B	0	NA	NA	0	0	0	0	0
MYO7A	0	NA	NA	0	0	0	0	0
GBF1	0	NA	NA	0	0	0	0	0
WLS	0	NA	NA	0	0	0	0	0
SPANXN5	0	NA	NA	0	0	0	0	0
RSPO2	0	NA	NA	0	0	0	0	0
CFH	0	NA	NA	0	0	0	0	0
MAG	0	NA	NA	0	0	0	0	0
ZFP28	1	0	1	1	0	78	78	0
PIWIL4	0	NA	NA	0	0	0	0	0
EPHB6	0	NA	NA	0	0	0	0	0
PCDHB5	1	0	0.5	1	0	16	16	0
PHF20L1	1	0	1	1	0	252	252	0
SLC9A8	0	NA	NA	0	0	0	0	363
FZR1	1	0	1	1	0	61	61	0
LNPK	1	0	1	1	0	81	81	0
PPIAL4G	1	0	1	1	0	109	109	0
ZCCHC17	1	0	1	1	0	140	140	0
CLEC4C	1	0	1	1	0	171	171	0
MAP2	1	0	1	1	0	189	189	0
KCTD19	1	0	1	1	0	259	259	0
UBR4	1	0	0.25	1	0	400	400	0
TOM1	1	0	1	1	0	407	407	0
NOS3	1	0	0.25	1	0	331	331	0
FSTL4	2	1	1	2	2	539	539	0
WSCD2	1	0	1	1	0	61	61	0
LONRF3	2	1	1	2	2	713	713	0
DMXL1	1	0	1	1	0	848	848	0
GRIP1	1	0	1	1	0	874	874	0
PLCL1	1	0	1	1	0	88	88	0
CNTNAP5	1	0	0.142857142857143	1	0	419	419	0
GBP2	0	NA	NA	0	0	0	0	78
SLF2	1	0	1	1	0	583	583	238
FBXO34	0	NA	NA	0	0	0	0	485
WDR72	1	0	1	1	0	356	356	778
CCDC120	1	0	1	1	0	117	117	0
C5orf49	1	0	1	1	0	119	119	0
SLC28A1	1	0	1	1	0	126	126	0
HLA-F	1	0	1	1	0	132	132	0
MRGPRX4	1	0	0.5	1	0	133	133	0
RBM41	1	0	1	1	0	133	133	0
AGBL5	1	0	1	1	0	147	147	0
TFDP3	1	0	0.5	1	0	133	133	0
CCDC62	1	0	1	1	0	192	192	0
B3GALT4	1	0	1	1	0	195	195	0
GIPC1	1	0	1	1	0	205	205	0
RBM6	1	0	1	1	0	212	212	0
ZNF84	1	0	1	1	0	215	215	0
FBN3	1	0	0.5	1	0	216	216	0
IRGC	1	0	1	1	0	241	241	0
ADAM30	1	0	1	1	0	263	263	0
FRMPD3	1	0	1	1	0	275	275	0
ENKD1	1	0	1	1	0	278	278	0
CCR4	1	0	1	1	0	312	312	0
TMC4	1	0	1	1	0	312	312	0
KMT2C	1	0	1	1	0	3177	3177	0
AMHR2	1	0	1	1	0	319	319	0
CHAF1A	1	0	1	1	0	319	319	0
ASPM	1	0	0.5	1	0	2415	2415	0
GABRB2	1	0	1	1	0	337	337	0
TULP4	1	1	1	2	2	343	352	0
MRE11A	1	0	1	1	0	351	351	0
DAO	1	0	1	1	0	38	38	0
C8orf34	1	0	1	1	0	393	393	0
SACM1L	1	0	1	1	0	405	405	0
KLHL42	1	0	1	1	0	407	407	0
ZNF225	1	0	1	1	0	415	415	0
XPC	1	0	0.5	1	0	219	219	0
SLIT2	1	0	0.5	1	0	122	122	0
CHRNA9	1	0	1	1	0	47	47	0
ZPBP	1	0	1	1	0	54	54	0
SHROOM4	1	0	0.5	1	0	577	577	0
SLC47A2	1	0	1	1	0	577	577	0
WDR59	1	0	1	1	0	598	598	0
KNG1	1	0	1	1	0	617	617	0
DLEC1	1	0	0.5	1	0	65	65	0
JUP	1	0	1	1	0	651	651	0
RANBP17	1	0	0.5	1	0	715	715	0
PPP6R1	1	0	1	1	0	74	74	0
ZNF473	1	0	1	1	0	747	747	0
PEAR1	1	0	0.5	1	0	434	434	0
FAM124B	1	0	1	1	0	84	84	0
BCAN	1	0	1	1	0	841	841	0
TAF1L	1	0	1	1	0	873	873	0
CHD2	1	0	0.333333333333333	1	0	633	633	0
SCAF1	1	0	0.5	1	0	1063	1063	0
IFNA1	1	0	1	1	0	139	139	0
OTP	1	0	1	1	0	146	146	0
STX19	1	0	1	1	0	178	178	0
VPS13A	1	0	1	1	0	2182	2182	0
HADHB	1	0	1	1	0	220	220	0
FGFR1OP	1	0	1	1	0	228	228	0
TAAR9	1	0	1	1	0	233	233	0
OSBP2	1	0	1	1	0	251	251	0
OR10A4	1	0	1	1	0	269	269	0
N4BP2L2	1	0	1	1	0	291	291	0
ZNF77	1	0	1	1	0	310	310	0
ATG2B	1	0	1	1	0	343	343	0
RPAP2	1	0	1	1	0	353	353	0
ZMYND10	1	0	1	1	0	362	362	0
ILDR1	1	0	1	1	0	387	387	0
VWF	1	0	0.5	1	0	398	398	0
GPR50	1	0	1	1	0	411	411	0
GAS2L2	1	0	1	1	0	419	419	0
NAGPA	1	0	1	1	0	424	424	0
MUC16	1	0	0.0714285714285714	1	0	496	496	9003
IPP	1	0	1	1	0	542	542	0
CLASP1	1	0	1	1	0	572	572	0
GLMN	1	0	1	1	0	587	587	0
AFF3	1	0	0.5	1	0	643	643	0
PRDM9	1	0	0.5	1	0	60	60	0
DCAF1	1	0	1	1	0	925	925	0
TLR2	1	0	1	1	0	95	95	0
ANKRD28	1	0	1	1	0	97	97	0
PGAP2	0	NA	NA	0	0	0	0	223
KIAA1549	0	NA	NA	0	0	0	0	822
UNC13C	1	0	0.5	1	0	683	683	0
URB1	1	0	1	1	0	1378	1378	0
SUCNR1	1	0	1	1	0	14	14	0
NOTCH4	1	1	1	2	2	1552	1560	0
CHST9	1	0	1	1	0	168	168	0
DNAH7	1	0	1	1	0	2072	2072	0
ACTR5	1	0	1	1	0	263	263	0
S1PR4	1	0	1	1	0	291	291	0
GRM5	1	0	1	1	0	307	307	0
KIRREL	1	1	1	2	2	331	335	0
TECRL	1	0	1	1	0	336	336	0
ADGRL4	2	1	1	2	2	450	450	0
ANKS3	1	0	1	1	0	653	653	0
MEFV	1	0	1	1	0	665	665	0
ITPR1	1	0	0.5	1	0	808	808	0
CNTN3	1	0	0.5	1	0	461	461	0
ATP1B4	1	0	1	1	0	116	116	0
IARS	1	0	1	1	0	1173	1173	0
PTPN23	1	0	1	1	0	1378	1378	0
CTLA4	1	0	1	1	0	150	150	0
KLHDC8B	1	0	1	1	0	178	178	0
GET4	1	0	1	1	0	182	182	0
SPPL3	1	0	1	1	0	209	209	0
ZFYVE16	1	0	1	1	0	219	219	0
ADD3	1	0	1	1	0	262	262	0
TGFBR2	1	0	1	1	0	281	281	0
LCTL	1	0	1	1	0	306	306	0
L3MBTL1	1	0	1	1	0	323	323	0
CMC2	1	0	1	1	0	36	36	0
FKBP4	1	0	0.5	1	0	383	383	0
BECN1	1	0	1	1	0	394	394	0
FBXW4	0	NA	NA	0	0	0	0	397
RAPGEF5	1	0	1	1	0	40	40	0
MAGEC1	1	0	1	1	0	453	453	0
ZNF546	1	0	0.5	1	0	349	349	0
NCOR2	1	0	1	1	0	479	479	0
NIFK	1	0	1	1	0	48	48	0
SNRNP200	1	0	1	1	0	489	489	219
GAS6	1	0	1	1	0	492	492	0
ZNF813	1	0	1	1	0	495	495	0
RAB8A	1	0	1	1	0	5	5	0
NBAS	1	0	1	1	0	640	640	0
AKR1B15	1	0	1	1	0	68	68	0
OCRL	1	0	1	1	0	748	748	0
ASPH	1	0	1	1	0	80	80	0
SMARCA5	1	0	1	1	0	947	947	0
PNLIPRP1	1	0	1	1	0	131	131	0
KIAA0368	1	0	1	1	0	1753	1753	0
UBR5	1	0	1	1	0	1762	1762	0
ARHGEF18	1	0	1	1	0	190	190	0
PHACTR3	1	0	1	1	0	209	209	0
KIAA1755	1	0	1	1	0	234	234	0
TLR4	1	0	0.5	1	0	251	251	0
SUOX	1	0	1	1	0	303	303	0
DNAH3	1	0	1	1	0	3428	3428	1486
BBS9	1	0	1	1	0	455	455	0
AEBP1	1	0	1	1	0	556	556	0
YIF1A	1	0	1	1	0	65	65	0
MYO10	1	0	1	1	0	1812	1812	0
MAGEA12	0	NA	NA	0	0	0	0	0
HARS2	0	NA	NA	0	0	0	0	0
FAM212A	0	NA	NA	0	0	0	0	0
PDCL3	0	NA	NA	0	0	0	0	0
OR10G9	0	NA	NA	0	0	0	0	0
EVPLL	0	NA	NA	0	0	0	0	0
CCS	0	NA	NA	0	0	0	0	0
EPB41L1	0	NA	NA	0	0	0	0	0
TDP1	0	NA	NA	0	0	0	0	0
CEP162	0	NA	NA	0	0	0	0	0
