symbol	syn.obs	missense.obs	nonsense.obs	fs.obs	inframe.obs	max.missense	max.nonsense	max.prot	cds.id	length
ANKRD30BL	0	1	0	0	0	NA	NA	NA	ENST00000409867	2322
ANKRD34B	0	1	0	0	0	NA	NA	NA	ENST00000338682	4626
ANKRD34C	0	1	0	0	0	NA	NA	NA	ENST00000421388	4815
ANKRD35	0	1	0	0	0	NA	NA	NA	ENST00000355594	9009
ANKRD36C	0	1	0	1	0	NA	NA	NA	ENST00000456556	16002
ANKRD46	1	0	0	0	0	NA	NA	NA	ENST00000520552	2088
ANKRD50	0	1	0	0	0	NA	NA	NA	ENST00000504087	12861
ANKRD55	0	0	1	0	0	NA	NA	NA	ENST00000341048	5526
ANKS3	0	1	0	0	0	NA	NA	NA	ENST00000304283	5904
ANO5	0	1	0	0	0	NA	NA	NA	ENST00000324559	8217
ANXA2R	0	1	0	0	0	NA	NA	NA	ENST00000314890	1737
ANXA8	0	1	0	0	0	NA	NA	NA	ENST00000585281	2943
AOC3	1	0	0	0	0	NA	NA	NA	ENST00000308423	6867
AP1AR	0	1	0	0	0	NA	NA	NA	ENST00000274000	2718
AP1G2	0	0	0	1	0	NA	NA	NA	ENST00000308724	7065
AP1M1	0	1	0	0	0	NA	NA	NA	ENST00000291439	3807
AP3D1	0	1	0	0	0	NA	NA	NA	ENST00000345016	10377
APBA1	0	1	0	0	0	NA	NA	NA	ENST00000265381	7533
APBA2	1	1	0	0	0	NA	NA	NA	ENST00000558259	6741
APC	0	1	0	0	0	NA	NA	NA	ENST00000257430	25587
APCDD1L	0	1	0	0	0	NA	NA	NA	ENST00000371149	4509
APEX1	0	1	0	0	0	NA	NA	NA	ENST00000216714	2862
APLNR	0	0	0	1	0	NA	NA	NA	ENST00000257254	3420
APOA2	1	0	0	0	0	NA	NA	NA	ENST00000367990	900
APOB	1	1	0	1	0	-1.10419782836541	-0.0280662845951662	NA	ENST00000233242	41067
APOBEC3F	0	0	0	0	1	NA	NA	NA	ENST00000308521	3357
APOBR	1	0	0	0	0	NA	NA	NA	ENST00000431282	9792
APPBP2	1	0	0	0	0	NA	NA	NA	ENST00000083182	5265
AQP2	0	1	0	0	0	NA	NA	NA	ENST00000199280	2439
AQR	0	1	0	0	0	NA	NA	NA	ENST00000156471	13365
ARAP1	1	0	0	0	0	NA	NA	NA	ENST00000393609	13050
ARAP2	0	1	0	0	0	NA	NA	NA	ENST00000303965	15336
AREG	0	1	0	0	0	NA	NA	NA	ENST00000395748	2268
ARFGEF2	0	2	0	0	0	NA	NA	NA	ENST00000371917	16065
ARFGEF3	0	1	0	0	0	NA	NA	NA	ENST00000251691	19593
ARGFX	0	2	0	0	0	NA	NA	NA	ENST00000334384	2835
ARHGAP11A	0	1	0	0	0	NA	NA	NA	ENST00000361627	9207
ARHGAP15	0	2	0	0	0	NA	NA	NA	ENST00000295095	4275
ARHGAP21	0	1	0	0	0	NA	NA	NA	ENST00000396432	17622
ARHGAP29	1	0	0	0	0	NA	NA	NA	ENST00000260526	11349
ARHGAP32	0	1	0	0	0	NA	NA	NA	ENST00000310343	18783
ARHGAP33	0	1	0	0	0	NA	NA	NA	ENST00000314737	10134
ARHGAP35	0	1	0	0	0	NA	NA	NA	ENST00000404338	13491
ARHGAP36	1	0	0	0	0	NA	NA	NA	ENST00000276211	4923
ARHGAP44	1	1	1	0	0	-1.46674193590879	1.38236648403108	NA	ENST00000379672	7362
ARHGAP6	0	1	0	0	0	NA	NA	NA	ENST00000337414	8766
ARHGEF18	0	1	0	0	0	NA	NA	NA	ENST00000359920	10557
ARHGEF28	0	1	1	0	0	NA	NA	NA	ENST00000426542	15345
ARHGEF3	0	1	0	0	0	NA	NA	NA	ENST00000338458	5022
ARHGEF40	0	0	2	0	0	NA	NA	NA	ENST00000298694	13671
ARID1A	0	0	1	0	0	NA	NA	NA	ENST00000324856	20565
ARID2	0	1	0	0	0	NA	NA	NA	ENST00000334344	16515
ARID3A	0	1	1	0	0	NA	NA	NA	ENST00000263620	5337
ARID3B	1	0	0	0	0	NA	NA	NA	ENST00000622429	5049
ARID3C	1	0	0	0	0	NA	NA	NA	ENST00000378909	3708
ARID4B	1	0	0	0	0	NA	NA	NA	ENST00000264183	11808
ARL11	1	0	0	0	0	NA	NA	NA	ENST00000282026	1764
ARL13A	0	1	0	0	0	NA	NA	NA	ENST00000450457	2610
ARL4D	0	1	0	0	0	NA	NA	NA	ENST00000320033	1809
ARL5B	0	1	0	0	0	NA	NA	NA	ENST00000377275	1611
ARMC5	0	0	0	1	0	NA	NA	NA	ENST00000268314	8415
ARMC8	0	1	0	0	0	NA	NA	NA	ENST00000469044	6057
ARMCX1	0	1	0	0	0	NA	NA	NA	ENST00000372829	4077
ARPC1B	1	0	0	0	0	NA	NA	NA	ENST00000252725	3348
ARPP21	0	0	1	0	0	NA	NA	NA	ENST00000187397	7308
ARRB2	0	1	0	0	0	NA	NA	NA	ENST00000269260	3681
ARRDC3	0	1	1	0	0	NA	NA	NA	ENST00000265138	3726
ART3	0	1	0	0	0	NA	NA	NA	ENST00000355810	3501
ART5	0	1	0	0	0	NA	NA	NA	ENST00000359918	2619
ARVCF	0	0	0	1	0	NA	NA	NA	ENST00000263207	8658
ASAH2	0	1	0	0	0	NA	NA	NA	ENST00000395526	7020
ASB16	1	1	0	0	0	NA	NA	NA	ENST00000293414	4077
ASB2	1	0	0	0	0	NA	NA	NA	ENST00000315988	5283
ASB4	1	0	0	0	0	NA	NA	NA	ENST00000325885	3834
ASB8	0	0	0	1	0	NA	NA	NA	ENST00000317697	2592
ASCC3	0	2	0	0	0	NA	NA	NA	ENST00000369162	19818
ASH1L	0	1	0	0	0	NA	NA	NA	ENST00000368346	26721
ASMTL	0	1	0	0	0	NA	NA	NA	ENST00000381317	5589
ASPG	0	1	0	0	0	NA	NA	NA	ENST00000551177	5157
ASPH	0	1	0	0	0	NA	NA	NA	ENST00000379454	6822
ASPM	0	2	0	0	0	NA	NA	NA	ENST00000367409	31293
ASPN	1	0	0	0	0	NA	NA	NA	ENST00000375544	3420
ASPRV1	0	1	0	0	0	NA	NA	NA	ENST00000320256	3087
ASTE1	0	1	0	0	0	NA	NA	NA	ENST00000264992	6111
ASTN1	1	1	0	0	0	NA	NA	NA	ENST00000361833	11646
ASXL3	0	5	0	0	0	4.99999991902604	-4.99925436418624	NA	ENST00000269197	20232
ATAD2B	1	0	0	0	0	NA	NA	NA	ENST00000238789	13122
ATAD5	0	1	0	0	0	NA	NA	NA	ENST00000321990	16596
ATF1	1	0	0	0	0	NA	NA	NA	ENST00000262053	2439
ATF4	0	1	0	0	0	NA	NA	NA	ENST00000337304	3159
ATF6	0	1	0	0	0	NA	NA	NA	ENST00000367942	6030
ATF7IP	0	2	0	0	0	NA	NA	NA	ENST00000261168	11430
ATG2B	0	1	0	0	0	NA	NA	NA	ENST00000359933	18702
ATM	0	0	1	2	0	-4.99933332220917	4.99999977816674	NA	ENST00000278616	27504
ATP10B	1	1	0	0	0	NA	NA	NA	ENST00000327245	13149
ATP11A	0	1	0	0	0	NA	NA	NA	ENST00000375645	10206
ATP11C	0	1	0	0	0	NA	NA	NA	ENST00000327569	10188
ATP13A1	1	0	0	0	0	NA	NA	NA	ENST00000357324	10836
ATP13A2	0	1	0	0	0	NA	NA	NA	ENST00000326735	10620
ATP13A4	1	0	0	0	0	NA	NA	NA	ENST00000342695	10764
ATP13A5	1	1	0	0	0	NA	NA	NA	ENST00000342358	10962
ATP1A2	0	1	0	0	0	NA	NA	NA	ENST00000361216	9180
ATP1A3	0	1	0	0	0	NA	NA	NA	ENST00000302102	9117
ATP1A4	0	1	0	0	0	NA	NA	NA	ENST00000368081	9261
ATP1B4	0	1	0	0	0	NA	NA	NA	ENST00000218008	3213
ATP2A1	0	1	0	0	0	NA	NA	NA	ENST00000357084	9009
ATP2A2	0	1	0	0	0	NA	NA	NA	ENST00000539276	9378
ATP2A3	0	1	0	0	0	NA	NA	NA	ENST00000352011	9387
ATP2B1	1	0	0	1	0	NA	NA	NA	ENST00000428670	10980
ATP2B2	1	0	0	0	0	NA	NA	NA	ENST00000352432	11187
ATP2C2	0	2	0	0	0	NA	NA	NA	ENST00000262429	8514
ATP6AP1L	0	1	0	0	0	NA	NA	NA	ENST00000380167	2016
ATP6V0A1	0	1	0	0	0	NA	NA	NA	ENST00000343619	7533
ATP6V0A2	0	0	0	1	0	NA	NA	NA	ENST00000330342	7704
ATP6V0A4	0	1	0	0	0	NA	NA	NA	ENST00000310018	7560
ATP6V1A	0	1	0	0	0	NA	NA	NA	ENST00000273398	5553
ATP7B	0	0	0	1	0	NA	NA	NA	ENST00000242839	13185
ATP8A1	0	1	0	0	0	NA	NA	NA	ENST00000381668	10476
ATP8A2	1	1	0	0	0	NA	NA	NA	ENST00000381655	10692
ATP8B2	0	3	0	0	0	4.99999996007339	-4.99890204440884	NA	ENST00000368489	11007
ATR	0	1	0	0	0	NA	NA	NA	ENST00000350721	23796
ATRNL1	1	0	0	0	0	NA	NA	NA	ENST00000355044	12411
ATRX	0	1	2	0	0	2.25388556949414	4.99999977766241	NA	ENST00000373344	22428
ATXN2L	0	1	0	0	0	NA	NA	NA	ENST00000336783	9675
ATXN3L	0	1	0	0	0	NA	NA	NA	ENST00000380622	3195
ATXN7L3B	0	0	0	1	0	NA	NA	NA	ENST00000519948	873
AUTS2	2	1	0	0	0	-1.66013686089336	-4.99994519148113	NA	ENST00000342771	11331
AVPR1A	0	2	0	0	0	NA	NA	NA	ENST00000299178	3762
AZGP1	0	1	0	0	0	NA	NA	NA	ENST00000292401	2682
B3GALT4	0	1	0	0	0	NA	NA	NA	ENST00000451237	3402
BAAT	0	1	0	0	0	NA	NA	NA	ENST00000259407	3762
BACH2	0	2	0	0	0	NA	NA	NA	ENST00000257749	7569
BAZ2A	1	0	0	0	0	NA	NA	NA	ENST00000551812	17145
BBS9	0	1	0	0	0	NA	NA	NA	ENST00000242067	7983
BCAN	0	1	0	0	0	NA	NA	NA	ENST00000329117	8199
BCAR1	0	1	0	0	0	NA	NA	NA	ENST00000162330	7830
BCAT1	0	2	0	0	0	NA	NA	NA	ENST00000261192	3474
BCHE	0	1	0	0	0	NA	NA	NA	ENST00000264381	5418
BCL2L1	0	1	0	0	0	NA	NA	NA	ENST00000307677	2097
BCL2L11	0	0	1	0	0	NA	NA	NA	ENST00000393256	1782
BCL3	0	1	0	0	0	NA	NA	NA	ENST00000164227	4086
BCL7B	0	1	0	0	0	NA	NA	NA	ENST00000223368	1818
BCOR	0	1	1	0	0	NA	NA	NA	ENST00000378444	15795
BCORL1	1	0	1	0	0	NA	NA	NA	ENST00000218147	15399
BCR	0	1	0	0	0	NA	NA	NA	ENST00000305877	11439
BDKRB2	0	1	0	0	0	NA	NA	NA	ENST00000554311	3519
BDP1	0	1	0	0	0	NA	NA	NA	ENST00000358731	23616
BECN1	0	1	0	0	0	NA	NA	NA	ENST00000361523	4050
BEGAIN	0	0	1	0	0	NA	NA	NA	ENST00000355173	5337
BEND3	0	2	0	0	0	NA	NA	NA	ENST00000369042	7452
BEX4	1	0	0	0	0	NA	NA	NA	ENST00000372691	1080
BEX5	0	1	0	0	0	NA	NA	NA	ENST00000333643	999
BFAR	0	1	0	0	0	NA	NA	NA	ENST00000261658	4050
BHLHB9	0	0	0	1	0	NA	NA	NA	ENST00000361229	4923
BICC1	0	0	1	0	0	NA	NA	NA	ENST00000373886	8766
BICD1	0	1	0	0	0	NA	NA	NA	ENST00000281474	8775
BLOC1S4	0	1	0	0	0	NA	NA	NA	ENST00000320776	1953
BMT2	0	1	0	0	0	NA	NA	NA	ENST00000297145	3645
BNC2	1	0	0	0	0	NA	NA	NA	ENST00000380672	9891
BOLA1	1	0	0	0	0	NA	NA	NA	ENST00000369150	1233
BOP1	0	0	0	0	1	NA	NA	NA	ENST00000569669	6714
BPHL	1	0	0	0	0	NA	NA	NA	ENST00000380379	2619
BPIFB4	0	1	0	0	0	NA	NA	NA	ENST00000375483	5526
BPIFB6	0	1	0	0	0	NA	NA	NA	ENST00000349552	4077
BRAF	0	1	0	0	0	NA	NA	NA	ENST00000288602	6894
BRCA2	0	0	0	0	1	NA	NA	NA	ENST00000380152	30762
BRDT	0	0	1	0	0	NA	NA	NA	ENST00000362005	8523
BRF2	1	0	1	0	0	NA	NA	NA	ENST00000220659	3771
BRINP1	0	1	0	0	0	NA	NA	NA	ENST00000265922	6849
BRINP2	1	0	0	0	0	NA	NA	NA	ENST00000361539	7047
BRPF1	0	2	0	0	0	NA	NA	NA	ENST00000457855	10926
BRSK2	0	1	0	0	0	NA	NA	NA	ENST00000528841	6624
BSN	1	1	0	0	0	NA	NA	NA	ENST00000296452	35334
BTAF1	0	1	0	0	0	NA	NA	NA	ENST00000265990	16641
BTBD16	0	1	0	0	0	NA	NA	NA	ENST00000260723	4554
BTBD17	1	0	0	0	0	NA	NA	NA	ENST00000375366	4302
BTBD2	1	0	0	0	0	NA	NA	NA	ENST00000255608	4725
BTD	0	1	0	0	0	NA	NA	NA	ENST00000303498	4887
BTN3A1	0	0	1	0	0	NA	NA	NA	ENST00000289361	4617
BZW2	0	1	0	0	0	NA	NA	NA	ENST00000258761	3771
C10orf11	0	0	1	0	0	NA	NA	NA	ENST00000372499	1782
C10orf120	0	2	0	0	0	NA	NA	NA	ENST00000329446	3015
C10orf90	1	0	0	0	0	NA	NA	NA	ENST00000284694	6291
C11orf87	1	0	0	0	0	NA	NA	NA	ENST00000327419	1773
C11orf95	1	0	0	0	0	NA	NA	NA	ENST00000433688	6102
C12orf49	0	1	0	0	0	NA	NA	NA	ENST00000261318	1845
C12orf50	0	1	0	0	0	NA	NA	NA	ENST00000298699	3726
C12orf57	0	1	0	0	0	NA	NA	NA	ENST00000229281	1134
C12orf65	0	3	0	0	0	4.99999764154689	-4.99929301173036	NA	ENST00000253233	1494
C14orf159	0	1	0	0	0	NA	NA	NA	ENST00000428926	5544
C14orf169	1	0	0	0	0	NA	NA	NA	ENST00000304061	5769
C14orf93	1	0	0	0	0	NA	NA	NA	ENST00000299088	4842
C16orf59	0	1	0	0	0	NA	NA	NA	ENST00000361837	3897
C16orf71	0	1	0	0	0	NA	NA	NA	ENST00000299320	4680
C16orf89	1	1	0	0	0	NA	NA	NA	ENST00000315997	3618
C16orf90	0	1	0	0	0	NA	NA	NA	ENST00000437192	1638
C17orf53	0	1	0	0	0	NA	NA	NA	ENST00000319977	5823
C17orf78	0	1	0	0	0	NA	NA	NA	ENST00000615133	2475
C18orf25	0	1	0	0	0	NA	NA	NA	ENST00000615052	3636
C19orf12	1	0	0	0	0	NA	NA	NA	ENST00000392278	1368
C19orf44	0	1	0	0	0	NA	NA	NA	ENST00000221671	5913
C19orf54	0	0	0	1	0	NA	NA	NA	ENST00000378313	3159
C19orf57	0	1	0	0	0	NA	NA	NA	ENST00000586783	6012
C1D	0	0	0	1	0	NA	NA	NA	ENST00000355848	1269
C1orf127	1	0	0	0	0	NA	NA	NA	ENST00000377004	7407
C1orf141	1	0	0	0	0	NA	NA	NA	ENST00000371006	3600
C1orf158	0	1	0	0	0	NA	NA	NA	ENST00000614859	1746
C1orf226	0	1	0	0	0	NA	NA	NA	ENST00000458626	2448
C1orf54	0	1	0	0	0	NA	NA	NA	ENST00000369099	1179
C1orf61	1	0	0	0	0	NA	NA	NA	ENST00000368243	1404
C1orf87	0	1	0	0	0	NA	NA	NA	ENST00000371201	4914
C1QC	0	1	0	0	0	NA	NA	NA	ENST00000374637	2205
C1QTNF1	1	0	0	0	0	NA	NA	NA	ENST00000339142	2529
C1QTNF7	1	0	0	0	0	NA	NA	NA	ENST00000429690	2601
C1S	0	1	0	0	0	NA	NA	NA	ENST00000328916	6192
C21orf62	0	1	0	0	0	NA	NA	NA	ENST00000479548	1971
C22orf31	0	1	0	0	0	NA	NA	NA	ENST00000216071	2610
C22orf42	0	0	1	0	0	NA	NA	NA	ENST00000382097	2259
C2CD2L	0	1	0	0	0	NA	NA	NA	ENST00000336702	6363
C2CD5	0	1	0	0	0	NA	NA	NA	ENST00000333957	9000
C2orf54	0	1	0	0	0	NA	NA	NA	ENST00000388934	4023
C2orf71	1	2	0	0	0	-0.603198762599482	-4.99999847401689	NA	ENST00000331664	11592
C3	1	0	0	0	0	NA	NA	NA	ENST00000245907	14967
C3orf20	0	2	0	0	0	NA	NA	NA	ENST00000253697	8136
C4orf50	1	0	0	0	0	NA	NA	NA	ENST00000324058	2484
C5orf42	0	1	0	0	0	NA	NA	NA	ENST00000425232	28773
C5orf49	0	1	0	0	0	NA	NA	NA	ENST00000399810	1323
C6	0	1	0	0	0	NA	NA	NA	ENST00000263413	8406
C6orf222	0	1	0	0	0	NA	NA	NA	ENST00000437635	5868
C6orf58	0	1	0	0	0	NA	NA	NA	ENST00000329722	2970
